Ride_ID,Date,City,Pickup_Area,Drop_Area,Distance_km,Ride_Time_min,Fare_INR,Driver_Rating,Rider_Rating,Payment_Mode,Ride_Status
R13519,2025-01-08,Mumbai,Madhapur,Hitech City,2.93,10,72.91,4.98,4.46,UPI,Completed
R13520,2025-03-06,Mumbai,Kondapur,Begumpet,10.34,38,160.48,4.27,4.53,UPI,Completed
R13521,2025-03-02,Delhi,Mehdipatnam,Ameerpet,4.58,19,87.67,4.75,4.03,Cash,Completed
R13522,2025-01-30,Bangalore,Uppal,Jubilee Hills,7.92,36,109.22,4.71,4.97,Cash,Completed
R13523,2025-06-29,Chennai,Secunderabad,Banjara Hills,3.32,17,57.37,4.02,4.04,UPI,Cancelled
R13524,2025-05-03,Mumbai,Jubilee Hills,Uppal,2.79,15,57.26,3.95,3.84,UPI,Completed
R13525,2025-02-15,Hyderabad,Jubilee Hills,Begumpet,8.26,47,160.48,4.7,4.75,UPI,Cancelled
R13526,2025-02-26,Hyderabad,Secunderabad,Mehdipatnam,10.63,47,132.93,4.98,4.83,UPI,Completed
R13527,2025-04-23,Pune,Secunderabad,Madhapur,14.85,76,316.28,4.12,4.03,Cash,Completed
R13528,2025-03-17,Delhi,Miyapur,Hitech City,6.23,31,99.23,4.12,4.08,Cash,Completed
R13529,2025-05-20,Chennai,Begumpet,LB Nagar,14.87,48,316.65,3.95,3.89,Cash,Completed
R13530,2025-03-15,Hyderabad,Madhapur,Uppal,14.8,65,224.16,4.4,3.96,Cash,Completed
R13531,2025-01-08,Mumbai,Mehdipatnam,Miyapur,7.94,36,175.55,4.0,4.82,Card,Completed
R13532,2025-01-22,Delhi,Secunderabad,Miyapur,10.51,42,127.83,4.2,4.54,Cash,Cancelled
R13533,2025-01-14,Bangalore,Begumpet,Kukatpally,9.52,38,121.44,4.63,4.5,UPI,Completed
R13534,2025-04-09,Mumbai,Miyapur,Begumpet,5.68,27,85.43,4.6,4.64,Cash,Completed
R13535,2025-03-09,Delhi,Gachibowli,Kondapur,1.36,6,39.12,4.68,4.23,Card,Completed
R13536,2025-02-11,Pune,Miyapur,Ameerpet,13.89,55,301.12,4.79,4.47,UPI,Completed
R13537,2025-01-04,Pune,Ameerpet,Begumpet,13.85,70,247.18,3.84,4.97,Cash,Completed
R13538,2025-04-14,Hyderabad,Mehdipatnam,Gachibowli,5.47,28,117.69,4.46,3.93,Card,Completed
R13539,2025-06-04,Bangalore,Kondapur,Begumpet,7.61,35,97.97,4.75,4.63,Card,Cancelled
R13540,2025-03-08,Pune,Uppal,Gachibowli,6.7,24,90.92,4.67,3.83,Cash,Completed
R13541,2025-03-30,Hyderabad,Begumpet,Gachibowli,5.94,27,140.67,4.66,4.75,Card,Completed
R13542,2025-06-17,Delhi,Madhapur,Ameerpet,10.21,31,210.04,4.44,4.08,UPI,Completed
R13543,2025-02-26,Hyderabad,Kukatpally,Kondapur,11.88,63,172.91,3.86,4.7,Cash,Completed
R13544,2025-01-03,Bangalore,Hitech City,Miyapur,9.56,36,166.28,4.97,3.91,Cash,Completed
R13545,2025-04-04,Pune,Banjara Hills,Ameerpet,10.87,57,220.42,4.37,3.97,Cash,Completed
R13546,2025-03-03,Delhi,Secunderabad,Madhapur,12.07,59,233.0,3.99,4.47,Cash,Completed
R13547,2025-01-07,Bangalore,Kukatpally,Mehdipatnam,10.22,34,175.2,4.02,3.89,Cash,Completed
R13548,2025-02-24,Delhi,Ameerpet,Kondapur,8.65,49,178.73,4.08,4.1,Cash,Cancelled
R13549,2025-04-21,Chennai,Hitech City,Ameerpet,5.17,16,105.49,4.6,4.37,UPI,Cancelled
R13550,2025-03-08,Chennai,Secunderabad,Miyapur,10.53,33,226.11,4.38,4.32,Card,Completed
R13551,2025-04-22,Delhi,Madhapur,Somajiguda,9.0,33,146.21,4.82,4.54,UPI,Completed
R13552,2025-03-30,Hyderabad,Uppal,Miyapur,13.9,71,211.73,3.9,4.53,Card,Completed
R13553,2025-04-10,Delhi,Somajiguda,Kondapur,10.32,48,193.43,4.79,4.87,UPI,Completed
R13554,2025-04-04,Chennai,Miyapur,Gachibowli,1.47,5,40.54,4.12,4.91,Cash,Cancelled
R13555,2025-05-20,Bangalore,Ameerpet,Jubilee Hills,8.01,43,130.09,4.19,4.22,Cash,Completed
R13556,2025-06-17,Chennai,Uppal,Banjara Hills,6.73,22,149.69,4.65,3.86,Cash,Completed
R13557,2025-01-13,Pune,Ameerpet,Mehdipatnam,2.14,10,54.52,4.28,4.15,Card,Completed
R13558,2025-03-22,Chennai,Kukatpally,Gachibowli,4.2,20,89.78,4.8,4.81,Card,Cancelled
R13559,2025-06-29,Delhi,Gachibowli,Kondapur,3.13,11,59.35,4.15,4.31,UPI,Completed
R13560,2025-05-29,Bangalore,Begumpet,Ameerpet,11.36,60,189.76,4.83,4.9,Cash,Completed
R13561,2025-04-22,Chennai,Kukatpally,Begumpet,5.11,25,78.45,4.15,4.12,Cash,Completed
R13562,2025-06-16,Pune,Mehdipatnam,Jubilee Hills,2.63,12,62.43,4.86,4.86,Cash,Completed
R13563,2025-02-07,Pune,Banjara Hills,Hitech City,2.82,11,67.03,4.9,4.42,UPI,Completed
R13564,2025-02-08,Mumbai,LB Nagar,Banjara Hills,8.25,31,183.23,4.39,4.6,Card,Cancelled
R13565,2025-03-22,Bangalore,Madhapur,Gachibowli,4.22,18,82.5,4.25,4.16,Card,Completed
R13566,2025-06-03,Delhi,Mehdipatnam,Jubilee Hills,13.88,79,164.1,4.35,3.92,Cash,Cancelled
R13567,2025-01-29,Hyderabad,Jubilee Hills,Somajiguda,7.25,34,150.99,4.87,4.12,UPI,Completed
R13568,2025-06-14,Hyderabad,Madhapur,Jubilee Hills,14.31,79,259.89,4.6,4.99,Cash,Completed
R13569,2025-01-22,Bangalore,Somajiguda,LB Nagar,11.59,37,204.2,4.2,4.96,Cash,Completed
R13570,2025-03-21,Pune,Begumpet,Madhapur,2.47,11,63.63,4.3,4.78,Cash,Completed
R13571,2025-06-06,Delhi,LB Nagar,Uppal,14.75,88,184.52,4.13,4.68,UPI,Completed
R13572,2025-05-08,Mumbai,Banjara Hills,Miyapur,10.56,32,184.99,4.22,4.11,Card,Completed
R13573,2025-03-12,Mumbai,Madhapur,Gachibowli,10.51,34,132.86,4.86,4.58,Card,Completed
R13574,2025-05-24,Bangalore,Kondapur,Miyapur,10.48,41,190.78,4.33,4.38,UPI,Completed
R13575,2025-06-26,Hyderabad,Mehdipatnam,Kukatpally,7.9,28,132.48,4.69,4.39,Card,Completed
R13576,2025-05-27,Chennai,Miyapur,Ameerpet,8.85,42,132.24,4.65,4.06,Cash,Completed
R13577,2025-06-04,Pune,Miyapur,Jubilee Hills,5.23,24,87.13,4.8,4.71,UPI,Completed
R13578,2025-05-31,Pune,Mehdipatnam,Ameerpet,14.32,70,297.73,4.15,4.83,Cash,Completed
R13579,2025-04-30,Mumbai,Kukatpally,Miyapur,13.23,72,245.1,3.87,4.19,UPI,Completed
R13580,2025-06-23,Pune,Somajiguda,Secunderabad,10.54,55,143.4,4.58,4.89,UPI,Completed
R13581,2025-03-10,Pune,Kukatpally,Uppal,5.58,28,95.82,4.62,4.51,Card,Completed
R13582,2025-01-19,Mumbai,Miyapur,Ameerpet,11.47,57,151.97,3.8,4.18,Card,Completed
R13583,2025-06-16,Mumbai,Madhapur,Somajiguda,14.55,83,165.96,4.94,3.81,Card,Completed
R13584,2025-03-14,Chennai,Begumpet,Hitech City,6.16,20,81.29,4.66,4.29,Cash,Completed
R13585,2025-04-11,Delhi,LB Nagar,Jubilee Hills,5.14,27,121.32,3.82,4.65,Card,Completed
R13586,2025-01-08,Pune,Uppal,LB Nagar,14.32,57,249.52,4.47,4.91,Card,Completed
R13587,2025-01-14,Hyderabad,Miyapur,Begumpet,8.69,51,106.66,3.86,4.71,Card,Completed
R13588,2025-01-11,Hyderabad,Uppal,LB Nagar,7.0,32,107.55,4.08,4.06,UPI,Completed
R13589,2025-05-04,Delhi,Uppal,Mehdipatnam,11.35,40,212.25,3.81,4.61,Card,Completed
R13590,2025-05-19,Mumbai,Begumpet,Uppal,6.85,29,127.57,3.96,4.43,UPI,Completed
R13591,2025-02-25,Chennai,Gachibowli,Uppal,4.17,23,96.06,4.09,4.27,Card,Completed
R13592,2025-06-20,Hyderabad,Begumpet,Banjara Hills,12.51,54,270.25,4.18,4.99,Cash,Cancelled
R13593,2025-01-08,Chennai,Gachibowli,Miyapur,6.11,26,95.85,4.15,4.1,Cash,Completed
R13594,2025-04-14,Bangalore,Kondapur,Jubilee Hills,1.49,7,43.51,4.36,4.38,Card,Completed
R13595,2025-04-07,Chennai,Secunderabad,Gachibowli,5.03,28,85.64,3.87,4.06,Card,Completed
R13596,2025-02-06,Hyderabad,Kondapur,Ameerpet,7.52,31,124.97,4.88,4.93,Cash,Completed
R13597,2025-02-16,Delhi,Somajiguda,Begumpet,13.17,53,187.64,4.95,4.86,Card,Completed
R13598,2025-04-08,Mumbai,LB Nagar,Ameerpet,4.63,26,70.84,4.63,4.37,UPI,Cancelled
R13599,2025-04-07,Mumbai,Uppal,Madhapur,6.62,25,113.2,4.25,3.92,Card,Completed
R13600,2025-05-22,Bangalore,Hitech City,Uppal,5.13,18,106.09,4.4,4.3,Cash,Cancelled
R13601,2025-03-28,Hyderabad,Kondapur,Hitech City,3.51,10,76.41,4.03,4.7,UPI,Cancelled
R13602,2025-04-25,Delhi,Hitech City,Uppal,13.82,77,238.11,4.39,4.88,Card,Completed
R13603,2025-03-04,Bangalore,Begumpet,Secunderabad,11.19,59,136.96,4.34,4.65,Card,Completed
R13604,2025-04-28,Bangalore,LB Nagar,Gachibowli,2.92,16,57.3,4.85,3.99,Card,Completed
R13605,2025-06-19,Delhi,Banjara Hills,Madhapur,13.49,74,244.2,4.81,3.83,Card,Cancelled
R13606,2025-01-28,Bangalore,Jubilee Hills,Somajiguda,2.94,12,60.93,4.35,4.9,UPI,Completed
R13607,2025-02-09,Chennai,Kukatpally,Madhapur,3.3,14,62.38,4.63,4.59,Card,Completed
R13608,2025-05-01,Bangalore,Kondapur,Madhapur,14.23,63,240.34,4.47,3.91,Cash,Completed
R13609,2025-02-19,Mumbai,Kondapur,Secunderabad,10.04,47,129.36,4.04,4.15,Cash,Completed
R13610,2025-04-30,Chennai,Mehdipatnam,Secunderabad,3.56,12,95.08,4.96,4.43,Card,Completed
R13611,2025-04-28,Delhi,Gachibowli,Madhapur,4.05,13,81.14,4.27,4.97,Card,Completed
R13612,2025-01-19,Chennai,Gachibowli,Jubilee Hills,8.56,33,183.61,4.13,4.25,Cash,Completed
R13613,2025-05-18,Delhi,Begumpet,Ameerpet,14.39,65,226.17,4.89,4.91,UPI,Cancelled
R13614,2025-02-17,Hyderabad,Secunderabad,Ameerpet,1.44,6,42.43,4.4,4.16,Cash,Completed
R13615,2025-03-11,Bangalore,LB Nagar,Kondapur,3.4,20,57.94,4.53,4.47,Cash,Completed
R13616,2025-03-24,Chennai,Ameerpet,LB Nagar,2.74,9,62.37,4.88,3.95,Cash,Completed
R13617,2025-03-17,Hyderabad,Banjara Hills,Mehdipatnam,10.58,40,193.44,4.98,4.17,Card,Completed
R13618,2025-02-20,Hyderabad,Banjara Hills,Secunderabad,11.83,46,140.84,4.91,4.3,Cash,Cancelled
R13619,2025-02-17,Hyderabad,LB Nagar,Gachibowli,14.1,64,236.66,4.92,4.82,Card,Completed
R13620,2025-01-06,Hyderabad,Begumpet,LB Nagar,14.14,45,282.1,4.25,4.76,Card,Cancelled
R13621,2025-05-26,Bangalore,Kukatpally,Miyapur,10.61,32,222.28,3.85,3.96,Cash,Completed
R13622,2025-04-30,Delhi,Kondapur,LB Nagar,3.6,16,76.34,4.28,4.9,Cash,Completed
R13623,2025-05-21,Mumbai,Kondapur,Begumpet,9.39,35,126.86,3.91,4.06,Cash,Completed
R13624,2025-01-09,Hyderabad,Somajiguda,Ameerpet,1.94,7,47.6,4.8,4.23,Cash,Completed
R13625,2025-06-16,Bangalore,Begumpet,Gachibowli,2.61,15,61.25,3.95,4.95,Card,Completed
R13626,2025-05-22,Pune,Secunderabad,Mehdipatnam,11.51,57,159.26,4.52,4.3,Cash,Completed
R13627,2025-03-11,Delhi,Miyapur,LB Nagar,14.84,82,172.03,3.83,4.72,Card,Cancelled
R13628,2025-05-14,Mumbai,Ameerpet,Kukatpally,11.67,44,184.85,4.18,4.0,UPI,Completed
R13629,2025-01-18,Delhi,Jubilee Hills,Ameerpet,9.37,48,133.92,4.47,3.92,Card,Completed
R13630,2025-04-23,Delhi,Banjara Hills,Somajiguda,11.43,64,132.27,4.84,4.34,Card,Completed
R13631,2025-03-10,Pune,Kukatpally,Somajiguda,1.44,4,44.54,4.89,4.66,Cash,Completed
R13632,2025-03-08,Delhi,Ameerpet,Secunderabad,5.22,23,105.63,4.87,4.9,Cash,Cancelled
R13633,2025-04-15,Chennai,Banjara Hills,Secunderabad,5.21,30,129.17,4.28,4.07,Cash,Cancelled
R13634,2025-04-14,Pune,Ameerpet,Gachibowli,4.0,16,100.69,4.96,4.62,UPI,Completed
R13635,2025-05-04,Mumbai,Gachibowli,Banjara Hills,14.39,53,173.56,4.29,4.01,Cash,Completed
R13636,2025-05-06,Bangalore,Uppal,Banjara Hills,9.64,47,206.87,4.29,4.66,Cash,Completed
R13637,2025-04-14,Bangalore,Uppal,Kondapur,5.08,17,118.44,4.66,3.82,Cash,Completed
R13638,2025-03-20,Hyderabad,Gachibowli,Somajiguda,13.42,66,217.1,4.59,3.87,Card,Completed
R13639,2025-06-10,Chennai,Kondapur,Miyapur,12.65,65,269.05,4.89,3.87,UPI,Completed
R13640,2025-06-14,Delhi,Uppal,Somajiguda,14.39,53,260.31,4.77,4.37,UPI,Completed
R13641,2025-03-05,Delhi,Ameerpet,Begumpet,13.29,76,240.5,3.9,4.27,Cash,Cancelled
R13642,2025-06-04,Hyderabad,LB Nagar,Ameerpet,8.28,48,112.03,4.09,4.46,UPI,Completed
R13643,2025-06-30,Bangalore,Uppal,Secunderabad,8.91,49,183.51,4.65,3.97,Cash,Completed
R13644,2025-01-09,Mumbai,Uppal,Kondapur,6.58,21,134.02,4.61,4.1,UPI,Completed
R13645,2025-05-04,Mumbai,Somajiguda,Mehdipatnam,2.77,12,67.5,4.45,3.92,Card,Completed
R13646,2025-02-21,Mumbai,Madhapur,Ameerpet,9.81,41,122.78,4.44,4.18,Card,Completed
R13647,2025-06-07,Delhi,Jubilee Hills,Gachibowli,14.45,49,268.45,3.89,4.36,Card,Completed
R13648,2025-06-20,Hyderabad,Gachibowli,Ameerpet,14.04,80,179.62,4.48,4.4,Card,Completed
R13649,2025-06-09,Pune,LB Nagar,Madhapur,3.65,19,73.21,4.99,4.02,Cash,Completed
R13650,2025-06-14,Hyderabad,Miyapur,Kukatpally,6.19,25,131.74,4.35,4.83,Cash,Completed
R13651,2025-02-09,Hyderabad,Kukatpally,Gachibowli,14.11,44,159.52,4.62,4.25,Cash,Completed
R13652,2025-04-05,Delhi,Somajiguda,Ameerpet,14.87,84,302.92,3.96,4.85,Card,Completed
R13653,2025-06-05,Chennai,Hitech City,Ameerpet,4.73,16,104.06,4.34,4.88,Card,Completed
R13654,2025-06-08,Mumbai,Kukatpally,Somajiguda,10.33,53,227.73,4.68,4.26,UPI,Completed
R13655,2025-03-29,Pune,Somajiguda,Mehdipatnam,9.0,28,201.19,4.91,4.0,Cash,Cancelled
R13656,2025-01-07,Chennai,Secunderabad,Miyapur,9.29,30,127.09,4.56,4.85,Card,Completed
R13657,2025-06-06,Mumbai,Ameerpet,Begumpet,12.63,55,167.51,4.78,4.62,Cash,Completed
R13658,2025-02-09,Chennai,Uppal,Gachibowli,7.2,25,111.24,4.21,3.82,UPI,Completed
R13659,2025-03-04,Bangalore,Kondapur,Uppal,8.74,34,190.19,4.0,4.68,Cash,Completed
R13660,2025-05-26,Mumbai,Kondapur,Ameerpet,2.93,11,66.28,4.96,4.43,Card,Completed
R13661,2025-02-25,Delhi,Ameerpet,Kukatpally,14.33,66,310.19,4.56,3.9,Cash,Completed
R13662,2025-03-28,Bangalore,Begumpet,Uppal,4.32,23,106.56,4.02,4.08,UPI,Completed
R13663,2025-03-06,Hyderabad,Banjara Hills,Gachibowli,9.95,48,207.0,4.13,4.68,UPI,Completed
R13664,2025-04-11,Delhi,Hitech City,Secunderabad,3.78,21,76.11,4.71,4.7,Card,Completed
R13665,2025-03-23,Pune,Ameerpet,Uppal,6.96,37,117.71,4.77,4.7,UPI,Completed
R13666,2025-04-08,Pune,LB Nagar,Secunderabad,7.03,35,96.47,4.11,4.61,Cash,Completed
R13667,2025-02-02,Chennai,Madhapur,Kukatpally,8.14,34,146.91,4.46,4.41,UPI,Completed
R13668,2025-02-16,Mumbai,Uppal,Madhapur,12.49,73,209.55,4.17,3.83,Cash,Completed
R13669,2025-03-19,Bangalore,Somajiguda,Begumpet,9.04,52,136.15,3.95,3.96,Card,Cancelled
R13670,2025-04-03,Delhi,Gachibowli,Kukatpally,13.28,56,197.03,4.29,4.77,Cash,Completed
R13671,2025-02-28,Delhi,Madhapur,LB Nagar,2.09,8,60.19,4.9,4.97,Card,Cancelled
R13672,2025-02-04,Pune,Begumpet,Uppal,4.45,20,83.7,4.61,4.95,UPI,Completed
R13673,2025-04-17,Pune,Mehdipatnam,Madhapur,4.38,25,81.33,4.54,4.92,Card,Completed
R13674,2025-05-21,Mumbai,Hitech City,LB Nagar,10.35,40,160.69,4.06,4.99,UPI,Completed
R13675,2025-05-02,Delhi,Begumpet,Kondapur,11.88,50,208.37,3.95,4.49,Card,Cancelled
R13676,2025-03-07,Hyderabad,Somajiguda,Secunderabad,7.04,37,111.89,3.84,4.27,Card,Completed
R13677,2025-05-08,Mumbai,Miyapur,Banjara Hills,9.4,41,197.26,3.83,4.33,UPI,Cancelled
R13678,2025-04-04,Chennai,Jubilee Hills,Madhapur,10.73,33,188.05,4.17,3.96,Cash,Completed
R13679,2025-03-01,Bangalore,Jubilee Hills,Secunderabad,10.19,40,222.04,4.65,4.37,Cash,Completed
R13680,2025-03-07,Mumbai,Mehdipatnam,LB Nagar,12.55,57,268.57,4.21,3.97,Cash,Completed
R13681,2025-01-15,Pune,Jubilee Hills,LB Nagar,8.28,39,103.61,3.87,4.79,Card,Completed
R13682,2025-03-21,Pune,Hitech City,LB Nagar,1.84,9,57.99,4.82,3.84,UPI,Completed
R13683,2025-06-28,Hyderabad,LB Nagar,Hitech City,3.57,14,70.59,4.22,4.2,Card,Completed
R13684,2025-02-12,Bangalore,Miyapur,Banjara Hills,5.04,23,81.95,4.7,3.95,UPI,Completed
R13685,2025-02-27,Pune,LB Nagar,Begumpet,13.69,55,277.59,4.07,4.06,Card,Completed
R13686,2025-03-13,Pune,Begumpet,Ameerpet,7.32,39,100.46,3.9,3.88,Cash,Completed
R13687,2025-02-09,Hyderabad,Kondapur,Somajiguda,1.34,4,47.26,4.53,4.63,Card,Completed
R13688,2025-05-06,Bangalore,Kukatpally,Hitech City,9.99,53,206.7,4.24,4.79,Cash,Cancelled
R13689,2025-05-28,Hyderabad,Begumpet,LB Nagar,9.13,36,151.47,4.44,4.57,UPI,Completed
R13690,2025-02-08,Hyderabad,Kukatpally,Hitech City,11.08,50,139.8,4.08,4.33,Card,Completed
R13691,2025-02-07,Mumbai,Mehdipatnam,Begumpet,3.46,19,62.45,4.24,4.42,Card,Completed
R13692,2025-06-18,Pune,Jubilee Hills,Kukatpally,12.82,75,193.1,4.07,4.49,Card,Completed
R13693,2025-01-19,Delhi,Mehdipatnam,Kondapur,1.64,6,40.35,4.31,3.86,Cash,Cancelled
R13694,2025-03-06,Hyderabad,Jubilee Hills,Secunderabad,2.46,9,72.29,4.38,3.81,Card,Completed
R13695,2025-02-05,Pune,Somajiguda,LB Nagar,5.68,32,125.2,4.65,3.83,UPI,Cancelled
R13696,2025-04-25,Pune,Jubilee Hills,Kondapur,3.22,11,61.74,3.86,4.97,Card,Cancelled
R13697,2025-02-14,Pune,LB Nagar,Hitech City,11.81,45,237.49,4.46,4.15,Cash,Completed
R13698,2025-04-16,Mumbai,Jubilee Hills,Ameerpet,10.37,55,155.14,3.82,4.47,Cash,Completed
R13699,2025-06-25,Hyderabad,Banjara Hills,Gachibowli,9.53,50,200.05,4.87,4.2,Card,Cancelled
R13700,2025-03-09,Chennai,Uppal,Jubilee Hills,11.04,60,152.49,4.14,4.04,Card,Completed
R13701,2025-01-31,Pune,Begumpet,Miyapur,8.35,48,133.66,4.6,3.85,Cash,Completed
R13702,2025-02-16,Delhi,Miyapur,Mehdipatnam,3.87,19,87.31,4.14,4.66,Card,Completed
R13703,2025-06-01,Pune,Somajiguda,Gachibowli,6.57,35,116.99,4.49,4.89,UPI,Completed
R13704,2025-02-15,Delhi,Uppal,Madhapur,13.63,55,152.31,4.19,4.77,Card,Completed
R13705,2025-03-25,Chennai,Kondapur,Mehdipatnam,10.56,54,132.07,3.88,4.57,Card,Completed
R13706,2025-02-06,Delhi,Ameerpet,Somajiguda,13.93,77,274.89,3.96,4.93,UPI,Completed
R13707,2025-03-21,Bangalore,Ameerpet,Secunderabad,9.37,49,153.96,4.09,3.98,Cash,Completed
R13708,2025-03-13,Hyderabad,Mehdipatnam,Hitech City,11.93,57,222.96,4.94,3.97,UPI,Completed
R13709,2025-04-04,Delhi,Gachibowli,LB Nagar,14.83,85,184.01,3.99,5.0,Card,Completed
R13710,2025-04-04,Hyderabad,Gachibowli,Kondapur,11.42,64,218.75,4.99,4.29,UPI,Cancelled
R13711,2025-04-14,Delhi,Jubilee Hills,LB Nagar,5.5,31,79.88,3.93,4.72,UPI,Completed
R13712,2025-01-12,Chennai,Mehdipatnam,Madhapur,4.29,18,75.27,4.18,4.45,UPI,Completed
R13713,2025-02-17,Bangalore,LB Nagar,Hitech City,7.75,42,159.41,4.22,4.23,Cash,Completed
R13714,2025-06-21,Mumbai,LB Nagar,Secunderabad,4.04,12,69.01,3.85,4.07,UPI,Completed
R13715,2025-02-13,Hyderabad,Kukatpally,Madhapur,7.45,39,128.28,4.59,4.79,Cash,Completed
R13716,2025-04-09,Chennai,Madhapur,Somajiguda,14.66,65,198.33,4.86,4.94,UPI,Completed
R13717,2025-02-27,Chennai,Somajiguda,Hitech City,12.49,46,211.0,4.32,4.82,Card,Completed
R13718,2025-06-16,Pune,Banjara Hills,Secunderabad,6.92,37,140.94,4.77,4.36,Card,Completed
R13719,2025-01-27,Mumbai,Uppal,Banjara Hills,5.54,33,117.95,4.78,4.51,Card,Completed
R13720,2025-05-02,Hyderabad,LB Nagar,Begumpet,12.18,59,182.12,4.24,3.87,UPI,Completed
R13721,2025-05-17,Chennai,Somajiguda,Madhapur,7.67,42,149.53,4.9,3.96,Card,Completed
R13722,2025-06-19,Bangalore,Secunderabad,Begumpet,11.94,54,160.6,4.01,4.68,UPI,Cancelled
R13723,2025-05-11,Pune,Secunderabad,Hitech City,9.42,40,158.91,4.64,4.76,Card,Completed
R13724,2025-03-18,Chennai,Kukatpally,Madhapur,9.34,40,159.07,4.91,4.57,UPI,Completed
R13725,2025-03-13,Pune,Jubilee Hills,Banjara Hills,4.09,18,78.74,4.96,4.02,UPI,Completed
R13726,2025-02-17,Pune,Madhapur,Hitech City,10.81,34,165.22,4.35,4.23,Card,Completed
R13727,2025-06-09,Bangalore,Mehdipatnam,Kondapur,11.11,47,223.67,4.87,4.32,Cash,Completed
R13728,2025-03-27,Chennai,Mehdipatnam,Ameerpet,12.45,44,207.27,4.72,4.68,Cash,Completed
R13729,2025-04-08,Mumbai,Ameerpet,Jubilee Hills,7.04,28,152.34,4.45,3.91,UPI,Completed
R13730,2025-06-22,Mumbai,Banjara Hills,Hitech City,13.02,73,143.31,4.78,4.28,Card,Completed
R13731,2025-02-18,Pune,Miyapur,Gachibowli,7.35,43,96.28,5.0,4.35,Cash,Completed
R13732,2025-04-06,Hyderabad,Kukatpally,Secunderabad,7.28,29,148.59,4.27,3.99,UPI,Completed
R13733,2025-03-24,Hyderabad,Secunderabad,Madhapur,3.67,18,89.56,4.13,4.89,Card,Completed
R13734,2025-03-16,Pune,Hitech City,Begumpet,11.07,53,124.64,3.84,4.92,UPI,Completed
R13735,2025-04-15,Chennai,Hitech City,Begumpet,5.08,19,78.23,4.3,4.53,UPI,Completed
R13736,2025-06-13,Chennai,Banjara Hills,Uppal,1.78,7,56.22,4.06,4.47,Card,Completed
R13737,2025-06-19,Mumbai,Ameerpet,LB Nagar,2.64,9,50.06,4.85,4.35,UPI,Completed
R13738,2025-05-05,Pune,Madhapur,Begumpet,6.91,24,103.13,4.44,4.61,Cash,Completed
R13739,2025-02-15,Mumbai,Hitech City,Gachibowli,4.91,18,85.73,4.87,4.68,Card,Cancelled
R13740,2025-01-20,Delhi,Begumpet,LB Nagar,10.05,59,130.71,4.73,4.3,UPI,Cancelled
R13741,2025-05-04,Mumbai,Banjara Hills,Miyapur,13.61,55,268.74,3.98,4.45,Card,Completed
R13742,2025-05-12,Delhi,Miyapur,Hitech City,14.12,79,300.6,3.81,4.13,UPI,Completed
R13743,2025-01-28,Hyderabad,Begumpet,Uppal,6.17,24,138.13,4.28,3.9,Card,Completed
R13744,2025-05-26,Chennai,Kondapur,Madhapur,11.11,36,138.45,4.18,4.82,Card,Cancelled
R13745,2025-02-27,Hyderabad,Madhapur,Somajiguda,4.59,25,68.25,4.09,3.89,UPI,Completed
R13746,2025-02-21,Chennai,Hitech City,Somajiguda,8.29,45,124.76,4.83,3.86,Card,Completed
R13747,2025-01-08,Hyderabad,Secunderabad,Kukatpally,8.5,36,137.48,4.83,3.97,Card,Completed
R13748,2025-03-14,Hyderabad,Madhapur,Mehdipatnam,5.76,29,95.8,4.95,4.69,Card,Completed
R13749,2025-02-06,Delhi,Ameerpet,Secunderabad,12.03,43,201.16,4.84,4.45,Card,Completed
R13750,2025-03-31,Mumbai,Mehdipatnam,Somajiguda,14.62,44,198.15,4.48,4.26,Cash,Completed
R13751,2025-05-05,Delhi,LB Nagar,Kondapur,5.01,26,112.76,4.94,3.84,Card,Completed
R13752,2025-03-30,Pune,Ameerpet,Miyapur,12.5,54,151.88,4.14,4.27,UPI,Completed
R13753,2025-01-29,Delhi,Somajiguda,Jubilee Hills,11.26,64,196.84,4.33,4.51,UPI,Completed
R13754,2025-03-21,Chennai,LB Nagar,Secunderabad,1.81,7,56.84,4.44,4.87,Card,Completed
R13755,2025-06-27,Mumbai,Begumpet,Miyapur,1.36,7,40.32,4.57,4.79,UPI,Completed
R13756,2025-05-05,Mumbai,LB Nagar,Ameerpet,1.53,8,42.39,4.73,4.83,Card,Cancelled
R13757,2025-02-14,Delhi,Kukatpally,Jubilee Hills,3.8,12,98.26,4.85,4.03,UPI,Completed
R13758,2025-05-05,Pune,Begumpet,Kondapur,2.9,9,56.95,4.47,4.77,UPI,Cancelled
R13759,2025-03-24,Delhi,LB Nagar,Jubilee Hills,1.59,6,40.09,4.33,4.02,UPI,Completed
R13760,2025-04-04,Pune,Madhapur,Mehdipatnam,5.48,31,124.07,4.02,4.4,Cash,Completed
R13761,2025-02-13,Delhi,Madhapur,Jubilee Hills,6.07,26,110.37,4.87,3.88,Card,Completed
R13762,2025-03-27,Bangalore,Somajiguda,Ameerpet,11.72,61,190.68,4.02,4.01,Cash,Completed
R13763,2025-06-08,Hyderabad,Kondapur,Miyapur,5.95,19,82.33,4.75,4.54,Card,Completed
R13764,2025-04-23,Chennai,Jubilee Hills,LB Nagar,1.82,10,52.4,3.84,4.95,Cash,Completed
R13765,2025-05-17,Delhi,Uppal,Miyapur,14.06,55,212.64,4.26,4.23,Cash,Cancelled
R13766,2025-05-18,Bangalore,Kukatpally,Begumpet,13.67,72,232.03,4.64,4.46,Card,Completed
